1,1989690058,106165,ABILITË INFORMATICHE,37,6
2,1685184328,50343,ABILITA' INFORM.E RELAZIONALI TIROCINI STAGES,29,4
3,1624259870,50343,ABILITA' INFORM.E RELAZIONALI TIROCINI STAGES,7,4
4,1964665344,80472,ABILITA' INFORMATICHE,7,5
5,1964690516,80472,ABILITA' INFORMATICHE,30,2
6,1966415607,106962,ADMINISTRACION DE RECURSOS HUMANS,27,6
7,1567830853,14459,AGRICOLTURA E SVILUPPO ECONOMICO,29,12
9,1567033313,14459,AGRICOLTURA E SVILUPPO ECONOMICO,27,12
10,1567830853,14459,AGRICOLTURA E SVILUPPO ECONOMICO,29,12
11,1567033313,14459,AGRICOLTURA E SVILUPPO ECONOMICO,27,10
12,1568009687,14459,AGRICOLTURA E SVILUPPO ECONOMICO,28,12
13,1597386531,04645,ALGEBRA,3,12
14,1597539269,04645,ALGEBRA,25,8
15,1989597590,04645,ALGEBRA,28,12
16,1596495708,04645,ALGEBRA,20,12
17,1963554428,04645,ALGEBRA,24,5
18,1598282958,04645,ALGEBRA,25,12
19,1989597590,04645,ALGEBRA,28,5
20,1989630390,04645,ALGEBRA,23,5
21,1682437694,04645,ALGEBRA,3,8
22,1681542293,04645,ALGEBRA,24,12
23,1598455223,04645,ALGEBRA,24,12
24,1568757165,04645,ALGEBRA,22,12
25,1989630390,04645,ALGEBRA,23,12
26,1596495708,04645,ALGEBRA,20,12
27,1599407578,04645,ALGEBRA,24,12
28,1682383976,04645,ALGEBRA,25,10
29,1568757165,04645,ALGEBRA,22,5
30,1964483805,04645,ALGEBRA,19,12
31,1597539269,04645,ALGEBRA,25,12
32,1596401537,04645,ALGEBRA,28,12
33,1682437694,04645,ALGEBRA,21,12
34,1682383976,04645,ALGEBRA,25,12
35,1596667674,04645,ALGEBRA,21,8
36,1682441729,04645,ALGEBRA,7,5
37,1597386531,04645,ALGEBRA,30,12
38,1596667674,04645,ALGEBRA,21,12
39,1963554428,04645,ALGEBRA,24,12
40,1597447812,04645,ALGEBRA,22,12
41,1681542293,03599,ALGEBRA (SEMESTRALE),24,8
42,1598462721,03599,ALGEBRA (SEMESTRALE),22,8
45,1988673322,49549,ALGEBRA I,21,5
46,1989687896,49549,ALGEBRA I,31,5
47,1989687896,52559,ALGEBRA II,31,5
48,1964630034,49288,ALGEBRA LINEARE,23,5
49,1600339494,49288,ALGEBRA LINEARE,27,9
50,1988699149,49288,ALGEBRA LINEARE,27,6
51,1989682278,49288,ALGEBRA LINEARE,27,6
52,1964478942,49288,ALGEBRA LINEARE,30,5
53,1988673322,60460,ALGEBRA LINEARE E GEOMETRIA,30,8
54,1990366355,60460,ALGEBRA LINEARE E GEOMETRIA,24,6
55,1966415607,106960,ALGEBRA LINEARE I,29,5
56,1989592847,106966,ALGEBRA LINEARE PER LE ANALISI STATISTICHE MULTIVARIATE,37,3
57,1597384484,03922,ALGOLOGIA,30,8
58,1682436824,61370,ALGORITMI DI OTTIMIZZAZIONE LINEARE,30,4
59,1958050810,61370,ALGORITMI DI OTTIMIZZAZIONE LINEARE,30,4
60,1682436797,61370,ALGORITMI DI OTTIMIZZAZIONE LINEARE,30,4
61,1964478942,52057,ALGORITMI E STRUTTURE DATI I,30,5
62,1964478942,52058,ALGORITMI E STRUTTURE DATI II,29,5
63,1964665470,76287,ALTRE ATTIVITA',37,6
64,1677822103,56431,ALTRE COMPETENZE INFORMATICHE,7,3
65,1628758378,78499,ALTRI CREDITI UNIVERSITARI RICONOSCIUTI,19,4
66,1682437784,76553,ANAL. DELLE CLASSI E DEI GRUPPI SOCIALI,28,12
67,1682346681,66245,ANAL.STAT.MUL.(SSA),104,8
68,1682376195,66245,ANAL.STAT.MUL.(SSA),104,8
69,1682412923,66245,ANAL.STAT.MUL.(SSA),110,8
70,1598282958,66149,ANAL.STAT.MULT.(SSE),111,8
71,1682378146,66149,ANAL.STAT.MULT.(SSE),110,8
72,1596638654,04586,ANALISI BIOLOGICHE,30,8
73,1964691348,92656,ANALISI CHIMICO-CLINICHE,30,8
